"""Meter Reading (MR) Doc. No.""",HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,SM_FORENAME,SM_SURNAME,SM_STREET,SM_STREETNO,SM_POST_CODE1,SM_CITY1,SM_CITY2,SM_EMAIL
Meter Reading (MR) Doc. No.,MTDBjtuoVLFhqGdzVQyEzfGWKVQhzIitFxsFpmH,wWSAfLrbojY+ZwSK/zuTleYGnSfquXWmGMXnroS,sfNLxQphqWIHuUGxuEUAMuhSYyVXPFtgJUZjZMw,PTTYKQQyuDJrWpiGkIaJwNSuTdUbVIwRIFRZLTM,40,MANDATORY_READING,Prof.,Anna,Fischer,Hauptstraße,5,58507,Lüdenscheid,,anna.fischer@example.com
Meter Reading (MR) Doc. No.,MTDBjtuoVLFhqGdzVQyEzfGWKVQhzIitFxsFpmH,wWSAfLrbojY+ZwSK/zuTleYGnSfquXWmGMXnroS,sfNLxQphqWIHuUGxuEUAMuhSYyVXPFtgJUZjZMw,PTTYKQQyuDJrWpiGkIaJwNSuTdUbVIwRIFRZLTM,40,MANDATORY_READING,Prof.,Anna,Fischer,Hauptstraße,5,58507,Lüdenscheid,,anna.fischer@example.com
Meter Reading (MR) Doc. No.,MTDBjtuoVLFhqGdzVQyEzfGWKVQhzIitFxsFpmH,wWSAfLrbojY+ZwSK/zuTleYGnSfquXWmGMXnroS,sfNLxQphqWIHuUGxuEUAMuhSYyVXPFtgJUZjZMw,PTTYKQQyuDJrWpiGkIaJwNSuTdUbVIwRIFRZLTM,40,MANDATORY_READING,Prof.,Anna,Fischer,Hauptstraße,5,58507,Lüdenscheid,,anna.fischer@example.com
Meter Reading (MR) Doc. No.,MTDBjtuoVLFhqGdzVQyEzfGWKVQhzIitFxsFpmH,wWSAfLrbojY+ZwSK/zuTleYGnSfquXWmGMXnroS,sfNLxQphqWIHuUGxuEUAMuhSYyVXPFtgJUZjZMw,PTTYKQQyuDJrWpiGkIaJwNSuTdUbVIwRIFRZLTM,40,MANDATORY_READING,Prof.,Anna,Fischer,Hauptstraße,5,58507,Lüdenscheid,,anna.fischer@example.com
Meter Reading (MR) Doc. No.,MTDBjtuoVLFhqGdzVQyEzfGWKVQhzIitFxsFpmH,wWSAfLrbojY+ZwSK/zuTleYGnSfquXWmGMXnroS,sfNLxQphqWIHuUGxuEUAMuhSYyVXPFtgJUZjZMw,PTTYKQQyuDJrWpiGkIaJwNSuTdUbVIwRIFRZLTM,40,MANDATORY_READING,Prof.,Anna,Fischer,Hauptstraße,5,58507,Lüdenscheid,,anna.fischer@example.com
Meter Reading (MR) Doc. No.,MTDBjtuoVLFhqGdzVQyEzfGWKVQhzIitFxsFpmH,wWSAfLrbojY+ZwSK/zuTleYGnSfquXWmGMXnroS,sfNLxQphqWIHuUGxuEUAMuhSYyVXPFtgJUZjZMw,PTTYKQQyuDJrWpiGkIaJwNSuTdUbVIwRIFRZLTM,40,MANDATORY_READING,Prof.,Anna,Fischer,Hauptstraße,5,58507,Lüdenscheid,,anna.fischer@example.com
Meter Reading (MR) Doc. No.,MTDBjtuoVLFhqGdzVQyEzfGWKVQhzIitFxsFpmH,wWSAfLrbojY+ZwSK/zuTleYGnSfquXWmGMXnroS,sfNLxQphqWIHuUGxuEUAMuhSYyVXPFtgJUZjZMw,PTTYKQQyuDJrWpiGkIaJwNSuTdUbVIwRIFRZLTM,40,MANDATORY_READING,Prof.,Anna,Fischer,Hauptstraße,5,58507,Lüdenscheid,,anna.fischer@example.com
Meter Reading (MR) Doc. No.,UWslvGYavVQgfgcQYTUmnqq/UWvscAcKeqRSjoF,SaoaLZxRhZcXYkfVOSaZYByGKRnzlYRYPdWXowB,tOSAiZZWnnUQZf+NwQAUZjWRYPpkguajGvMuDZX,ZPjdXwegYxkuUEY/fgUgSRDeQZZgyiztopRMeaD,77,MANDATORY_READING,Frau,Thomas,Fischer,Kirchweg,10,58515,Lüdenscheid,Hellersen,thomas.fischer@example.com
Meter Reading (MR) Doc. No.,UWslvGYavVQgfgcQYTUmnqq/UWvscAcKeqRSjoF,SaoaLZxRhZcXYkfVOSaZYByGKRnzlYRYPdWXowB,tOSAiZZWnnUQZf+NwQAUZjWRYPpkguajGvMuDZX,ZPjdXwegYxkuUEY/fgUgSRDeQZZgyiztopRMeaD,77,MANDATORY_READING,Frau,Thomas,Fischer,Kirchweg,10,58515,Lüdenscheid,Hellersen,thomas.fischer@example.com
Meter Reading (MR) Doc. No.,UWslvGYavVQgfgcQYTUmnqq/UWvscAcKeqRSjoF,SaoaLZxRhZcXYkfVOSaZYByGKRnzlYRYPdWXowB,tOSAiZZWnnUQZf+NwQAUZjWRYPpkguajGvMuDZX,ZPjdXwegYxkuUEY/fgUgSRDeQZZgyiztopRMeaD,77,MANDATORY_READING,Frau,Thomas,Fischer,Kirchweg,10,58515,Lüdenscheid,Hellersen,thomas.fischer@example.com
Meter Reading (MR) Doc. No.,UWslvGYavVQgfgcQYTUmnqq/UWvscAcKeqRSjoF,SaoaLZxRhZcXYkfVOSaZYByGKRnzlYRYPdWXowB,tOSAiZZWnnUQZf+NwQAUZjWRYPpkguajGvMuDZX,ZPjdXwegYxkuUEY/fgUgSRDeQZZgyiztopRMeaD,77,MANDATORY_READING,Frau,Thomas,Fischer,Kirchweg,10,58515,Lüdenscheid,Hellersen,thomas.fischer@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,TXVUjfTEsZDWTeXsJWtOkMiELUFWWtVrlIHOFmv,MlgONQQtVgdNEvdSanqqdf/YZmAiRTAaRVCVlha,GWvkTypDdpviROtWJqalRVRs+fnnvDymRvLHmJK,61,MANDATORY_READING,Dipl.-Ing.,Peter,Fischer,Kirchweg,30,58840,Plettenberg,Plettenberg I,peter.fischer@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,TXVUjfTEsZDWTeXsJWtOkMiELUFWWtVrlIHOFmv,MlgONQQtVgdNEvdSanqqdf/YZmAiRTAaRVCVlha,GWvkTypDdpviROtWJqalRVRs+fnnvDymRvLHmJK,61,MANDATORY_READING,Dipl.-Ing.,Peter,Fischer,Kirchweg,30,58840,Plettenberg,Plettenberg I,peter.fischer@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,TXVUjfTEsZDWTeXsJWtOkMiELUFWWtVrlIHOFmv,MlgONQQtVgdNEvdSanqqdf/YZmAiRTAaRVCVlha,GWvkTypDdpviROtWJqalRVRs+fnnvDymRvLHmJK,61,MANDATORY_READING,Dipl.-Ing.,Peter,Fischer,Kirchweg,30,58840,Plettenberg,Plettenberg I,peter.fischer@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,TXVUjfTEsZDWTeXsJWtOkMiELUFWWtVrlIHOFmv,MlgONQQtVgdNEvdSanqqdf/YZmAiRTAaRVCVlha,GWvkTypDdpviROtWJqalRVRs+fnnvDymRvLHmJK,61,MANDATORY_READING,Dipl.-Ing.,Peter,Fischer,Kirchweg,30,58840,Plettenberg,Plettenberg I,peter.fischer@example.com
Meter Reading (MR) Doc. No.,GszHLqYOUzrQHeRhuNxrwgdltTVJlGSqwEMyOHf,aTUuhKrFsoSwkYItHEABBoLzKFLMkUcPAyHYGpm,/TPIFUOFFCHslOwGcAqdnViEhVUFmdTBXIiBSGi,kxSDB+QaXtrStSsdQqPcXWJag/aiLmRQTLUcKVB,38,MANDATORY_READING,Herr,Hans,Schulz,Gartenstraße,12c,58840,Plettenberg,Bremcke,hans.schulz@example.com
Meter Reading (MR) Doc. No.,GszHLqYOUzrQHeRhuNxrwgdltTVJlGSqwEMyOHf,aTUuhKrFsoSwkYItHEABBoLzKFLMkUcPAyHYGpm,/TPIFUOFFCHslOwGcAqdnViEhVUFmdTBXIiBSGi,kxSDB+QaXtrStSsdQqPcXWJag/aiLmRQTLUcKVB,38,MANDATORY_READING,Herr,Hans,Schulz,Gartenstraße,12c,58840,Plettenberg,Bremcke,hans.schulz@example.com
Meter Reading (MR) Doc. No.,GszHLqYOUzrQHeRhuNxrwgdltTVJlGSqwEMyOHf,aTUuhKrFsoSwkYItHEABBoLzKFLMkUcPAyHYGpm,/TPIFUOFFCHslOwGcAqdnViEhVUFmdTBXIiBSGi,kxSDB+QaXtrStSsdQqPcXWJag/aiLmRQTLUcKVB,38,MANDATORY_READING,Herr,Hans,Schulz,Gartenstraße,12c,58840,Plettenberg,Bremcke,hans.schulz@example.com
Meter Reading (MR) Doc. No.,GszHLqYOUzrQHeRhuNxrwgdltTVJlGSqwEMyOHf,aTUuhKrFsoSwkYItHEABBoLzKFLMkUcPAyHYGpm,/TPIFUOFFCHslOwGcAqdnViEhVUFmdTBXIiBSGi,kxSDB+QaXtrStSsdQqPcXWJag/aiLmRQTLUcKVB,38,MANDATORY_READING,Herr,Hans,Schulz,Gartenstraße,12c,58840,Plettenberg,Bremcke,hans.schulz@example.com
Meter Reading (MR) Doc. No.,sRqiDsYITLtTdVERVszgVGqqNeAOEMmmbriNeKR,PXRBiQR+vOlLuwRnQqzxiAPWLgaDQcouqxaByez,LbfgVBRPALYXfeKCXOGXu/cTyPUrjBHzoVWYPVD,fhX+tUmHYsVTHMFNRtuzZKeJEgIVCtAtdgaWkYu,34,MANDATORY_READING,Herr,Julia,Weber,Lindenallee,12c,58840,Plettenberg,Plettenberg I,julia.weber@example.com
Meter Reading (MR) Doc. No.,sRqiDsYITLtTdVERVszgVGqqNeAOEMmmbriNeKR,PXRBiQR+vOlLuwRnQqzxiAPWLgaDQcouqxaByez,LbfgVBRPALYXfeKCXOGXu/cTyPUrjBHzoVWYPVD,fhX+tUmHYsVTHMFNRtuzZKeJEgIVCtAtdgaWkYu,34,MANDATORY_READING,Herr,Julia,Weber,Lindenallee,12c,58840,Plettenberg,Plettenberg I,julia.weber@example.com
Meter Reading (MR) Doc. No.,sRqiDsYITLtTdVERVszgVGqqNeAOEMmmbriNeKR,PXRBiQR+vOlLuwRnQqzxiAPWLgaDQcouqxaByez,LbfgVBRPALYXfeKCXOGXu/cTyPUrjBHzoVWYPVD,fhX+tUmHYsVTHMFNRtuzZKeJEgIVCtAtdgaWkYu,34,MANDATORY_READING,Herr,Julia,Weber,Lindenallee,12c,58840,Plettenberg,Plettenberg I,julia.weber@example.com
Meter Reading (MR) Doc. No.,sRqiDsYITLtTdVERVszgVGqqNeAOEMmmbriNeKR,PXRBiQR+vOlLuwRnQqzxiAPWLgaDQcouqxaByez,LbfgVBRPALYXfeKCXOGXu/cTyPUrjBHzoVWYPVD,fhX+tUmHYsVTHMFNRtuzZKeJEgIVCtAtdgaWkYu,34,MANDATORY_READING,Herr,Julia,Weber,Lindenallee,12c,58840,Plettenberg,Plettenberg I,julia.weber@example.com
Meter Reading (MR) Doc. No.,v/jThB+NkTRZanpuwEJvTeJnOcAfWX+qgYbbrxf,Qb+GzvaUbLlhnYjkrVykwvYiUXXlEsRrpWcQADc,FnLWRAlGchttBR/hknhVOaUbqybbqVqMURlCxPu,nawRjUPKmNcdeXnhMciO/CVnKYZhnIkzbYytbYT,13,MANDATORY_READING,Dr.,Thomas,Schneider,Gartenstraße,1a,58099,Hagen,Boele,thomas.schneider@example.com
Meter Reading (MR) Doc. No.,v/jThB+NkTRZanpuwEJvTeJnOcAfWX+qgYbbrxf,Qb+GzvaUbLlhnYjkrVykwvYiUXXlEsRrpWcQADc,FnLWRAlGchttBR/hknhVOaUbqybbqVqMURlCxPu,nawRjUPKmNcdeXnhMciO/CVnKYZhnIkzbYytbYT,13,MANDATORY_READING,Dr.,Thomas,Schneider,Gartenstraße,1a,58099,Hagen,Boele,thomas.schneider@example.com
Meter Reading (MR) Doc. No.,v/jThB+NkTRZanpuwEJvTeJnOcAfWX+qgYbbrxf,Qb+GzvaUbLlhnYjkrVykwvYiUXXlEsRrpWcQADc,FnLWRAlGchttBR/hknhVOaUbqybbqVqMURlCxPu,nawRjUPKmNcdeXnhMciO/CVnKYZhnIkzbYytbYT,13,MANDATORY_READING,Dr.,Thomas,Schneider,Gartenstraße,1a,58099,Hagen,Boele,thomas.schneider@example.com
Meter Reading (MR) Doc. No.,v/jThB+NkTRZanpuwEJvTeJnOcAfWX+qgYbbrxf,Qb+GzvaUbLlhnYjkrVykwvYiUXXlEsRrpWcQADc,FnLWRAlGchttBR/hknhVOaUbqybbqVqMURlCxPu,nawRjUPKmNcdeXnhMciO/CVnKYZhnIkzbYytbYT,13,MANDATORY_READING,Dr.,Thomas,Schneider,Gartenstraße,1a,58099,Hagen,Boele,thomas.schneider@example.com
Meter Reading (MR) Doc. No.,/MVFdWJVEoiDLUHNvo/bnYUNOJQoUqcfDTCTDzr,IcUXWbCbivTQKQF/ZtfJxsFtCHXCcjXKrQWZyFc,UWsiUCfuOatVPRtIZHYfWMhTuAZYjypxNeZXqNu,qCuSGchZTUIZhItNrIZWiPGrzuScYAjcCecMDDP,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,/MVFdWJVEoiDLUHNvo/bnYUNOJQoUqcfDTCTDzr,IcUXWbCbivTQKQF/ZtfJxsFtCHXCcjXKrQWZyFc,UWsiUCfuOatVPRtIZHYfWMhTuAZYjypxNeZXqNu,qCuSGchZTUIZhItNrIZWiPGrzuScYAjcCecMDDP,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,/MVFdWJVEoiDLUHNvo/bnYUNOJQoUqcfDTCTDzr,IcUXWbCbivTQKQF/ZtfJxsFtCHXCcjXKrQWZyFc,UWsiUCfuOatVPRtIZHYfWMhTuAZYjypxNeZXqNu,qCuSGchZTUIZhItNrIZWiPGrzuScYAjcCecMDDP,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,/MVFdWJVEoiDLUHNvo/bnYUNOJQoUqcfDTCTDzr,IcUXWbCbivTQKQF/ZtfJxsFtCHXCcjXKrQWZyFc,UWsiUCfuOatVPRtIZHYfWMhTuAZYjypxNeZXqNu,qCuSGchZTUIZhItNrIZWiPGrzuScYAjcCecMDDP,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,TD+TkUOZoxzxzeNWSjci/EDSsSYVgyRWvdB+rMZ,'++wcGucHHsNkEgVFetURn/GuHNCTvuSKSbKWEYm,ZVDtdwUeLZs/UeXEASjOMsGPTvUHOZEgZ+QQU/G,jlXkwyZ+vZxAHYjt/QC/LoexL/RvmxWYrvAEKTd,9,MANDATORY_READING,Frau,Michael,Wagner,Gartenstraße,25,58540,Meinerzhagen,Meinerzhagen,michael.wagner@example.com
Meter Reading (MR) Doc. No.,TD+TkUOZoxzxzeNWSjci/EDSsSYVgyRWvdB+rMZ,'++wcGucHHsNkEgVFetURn/GuHNCTvuSKSbKWEYm,ZVDtdwUeLZs/UeXEASjOMsGPTvUHOZEgZ+QQU/G,jlXkwyZ+vZxAHYjt/QC/LoexL/RvmxWYrvAEKTd,9,MANDATORY_READING,Frau,Michael,Wagner,Gartenstraße,25,58540,Meinerzhagen,Meinerzhagen,michael.wagner@example.com
Meter Reading (MR) Doc. No.,TD+TkUOZoxzxzeNWSjci/EDSsSYVgyRWvdB+rMZ,'++wcGucHHsNkEgVFetURn/GuHNCTvuSKSbKWEYm,ZVDtdwUeLZs/UeXEASjOMsGPTvUHOZEgZ+QQU/G,jlXkwyZ+vZxAHYjt/QC/LoexL/RvmxWYrvAEKTd,9,MANDATORY_READING,Frau,Michael,Wagner,Gartenstraße,25,58540,Meinerzhagen,Meinerzhagen,michael.wagner@example.com
Meter Reading (MR) Doc. No.,TD+TkUOZoxzxzeNWSjci/EDSsSYVgyRWvdB+rMZ,'++wcGucHHsNkEgVFetURn/GuHNCTvuSKSbKWEYm,ZVDtdwUeLZs/UeXEASjOMsGPTvUHOZEgZ+QQU/G,jlXkwyZ+vZxAHYjt/QC/LoexL/RvmxWYrvAEKTd,9,MANDATORY_READING,Frau,Michael,Wagner,Gartenstraße,25,58540,Meinerzhagen,Meinerzhagen,michael.wagner@example.com
Meter Reading (MR) Doc. No.,dpSdtVrlMQkYVuPqF/gYBbGgFNY+SNZfWEjPSJX,uuxRhNUVYTBjRRLOEYoFVWPMbRtRRspZA+Jdtjy,Jrv/HTWFYWGHlJcQqRUTNOednLeq/UIsQpgHXa/,FZiQrVQXIlHWFDHSCMEcjzuTKrXxXTNHyeGTlmw,34,MANDATORY_READING,Herr,Petra,Meyer,Bahnhofstraße,30,58099,Hagen,Boele,petra.meyer@example.com
Meter Reading (MR) Doc. No.,dpSdtVrlMQkYVuPqF/gYBbGgFNY+SNZfWEjPSJX,uuxRhNUVYTBjRRLOEYoFVWPMbRtRRspZA+Jdtjy,Jrv/HTWFYWGHlJcQqRUTNOednLeq/UIsQpgHXa/,FZiQrVQXIlHWFDHSCMEcjzuTKrXxXTNHyeGTlmw,34,MANDATORY_READING,Herr,Petra,Meyer,Bahnhofstraße,30,58099,Hagen,Boele,petra.meyer@example.com
Meter Reading (MR) Doc. No.,dpSdtVrlMQkYVuPqF/gYBbGgFNY+SNZfWEjPSJX,uuxRhNUVYTBjRRLOEYoFVWPMbRtRRspZA+Jdtjy,Jrv/HTWFYWGHlJcQqRUTNOednLeq/UIsQpgHXa/,FZiQrVQXIlHWFDHSCMEcjzuTKrXxXTNHyeGTlmw,34,MANDATORY_READING,Herr,Petra,Meyer,Bahnhofstraße,30,58099,Hagen,Boele,petra.meyer@example.com
Meter Reading (MR) Doc. No.,dpSdtVrlMQkYVuPqF/gYBbGgFNY+SNZfWEjPSJX,uuxRhNUVYTBjRRLOEYoFVWPMbRtRRspZA+Jdtjy,Jrv/HTWFYWGHlJcQqRUTNOednLeq/UIsQpgHXa/,FZiQrVQXIlHWFDHSCMEcjzuTKrXxXTNHyeGTlmw,34,MANDATORY_READING,Herr,Petra,Meyer,Bahnhofstraße,30,58099,Hagen,Boele,petra.meyer@example.com
Meter Reading (MR) Doc. No.,HqgDJmiLpEvDZa+AvYZrrpeEyziXVgXNYTYIXtk,CviRmRzXkftShvUmyqxEyIAHxhJTQTiJ+bA+syu,WYVpZCdNdhZBNmJSlFMqWadVXmzSrnmhYLUXU+r,WzTTYqqTLVUqyvVMZZdFqLtiRZUcQANsVPYLYNb,14,MANDATORY_READING,Prof.,Maria,Becker,Schulstraße,2,58089,Hagen,Vorhalle,maria.becker@example.com
Meter Reading (MR) Doc. No.,HqgDJmiLpEvDZa+AvYZrrpeEyziXVgXNYTYIXtk,CviRmRzXkftShvUmyqxEyIAHxhJTQTiJ+bA+syu,WYVpZCdNdhZBNmJSlFMqWadVXmzSrnmhYLUXU+r,WzTTYqqTLVUqyvVMZZdFqLtiRZUcQANsVPYLYNb,14,MANDATORY_READING,Prof.,Maria,Becker,Schulstraße,2,58089,Hagen,Vorhalle,maria.becker@example.com
Meter Reading (MR) Doc. No.,HqgDJmiLpEvDZa+AvYZrrpeEyziXVgXNYTYIXtk,CviRmRzXkftShvUmyqxEyIAHxhJTQTiJ+bA+syu,WYVpZCdNdhZBNmJSlFMqWadVXmzSrnmhYLUXU+r,WzTTYqqTLVUqyvVMZZdFqLtiRZUcQANsVPYLYNb,14,MANDATORY_READING,Prof.,Maria,Becker,Schulstraße,2,58089,Hagen,Vorhalle,maria.becker@example.com
Meter Reading (MR) Doc. No.,HqgDJmiLpEvDZa+AvYZrrpeEyziXVgXNYTYIXtk,CviRmRzXkftShvUmyqxEyIAHxhJTQTiJ+bA+syu,WYVpZCdNdhZBNmJSlFMqWadVXmzSrnmhYLUXU+r,WzTTYqqTLVUqyvVMZZdFqLtiRZUcQANsVPYLYNb,14,MANDATORY_READING,Prof.,Maria,Becker,Schulstraße,2,58089,Hagen,Vorhalle,maria.becker@example.com
Meter Reading (MR) Doc. No.,glOrRSKXCToajTQlYRXYXKjdSgcfmlEhIWEIkdi,KXVSPYIXEElQmvRTWQzGJToRNtRXwlvSpXY/OPF,'+NsDWldCWqWokgiekbsRPjRJDmDpcWScycXhTdv,etEJndJBcLcpabAzzXEEYUSkUWjO/YlnXsbQFu/,202,MANDATORY_READING,Prof.,Thomas,Müller,Gartenstraße,1a,58513,Lüdenscheid,Dünnebrett,thomas.müller@example.com
Meter Reading (MR) Doc. No.,glOrRSKXCToajTQlYRXYXKjdSgcfmlEhIWEIkdi,KXVSPYIXEElQmvRTWQzGJToRNtRXwlvSpXY/OPF,'+NsDWldCWqWokgiekbsRPjRJDmDpcWScycXhTdv,etEJndJBcLcpabAzzXEEYUSkUWjO/YlnXsbQFu/,202,MANDATORY_READING,Prof.,Thomas,Müller,Gartenstraße,1a,58513,Lüdenscheid,Dünnebrett,thomas.müller@example.com
Meter Reading (MR) Doc. No.,glOrRSKXCToajTQlYRXYXKjdSgcfmlEhIWEIkdi,KXVSPYIXEElQmvRTWQzGJToRNtRXwlvSpXY/OPF,'+NsDWldCWqWokgiekbsRPjRJDmDpcWScycXhTdv,etEJndJBcLcpabAzzXEEYUSkUWjO/YlnXsbQFu/,202,MANDATORY_READING,Prof.,Thomas,Müller,Gartenstraße,1a,58513,Lüdenscheid,Dünnebrett,thomas.müller@example.com
Meter Reading (MR) Doc. No.,INcKBZrVXfVnXXCaxVkbolTiwaWJH/bMAGU/ECD,l+SgqQsUfpxOTsjUpLOKxoamgdQlFRRwFXDEUQH,ppVjXZXesXACUfVQYujgGXKWARKUzUMEQBUqmWl,jWVTiYYLbRcYIFtqFalrsqJWCXXDBfZuNSUdbAp,17,MANDATORY_READING,Dipl.-Ing.,Thomas,Meyer,Lindenallee,20,58553,Halver,Buschhausen,thomas.meyer@example.com
Meter Reading (MR) Doc. No.,INcKBZrVXfVnXXCaxVkbolTiwaWJH/bMAGU/ECD,l+SgqQsUfpxOTsjUpLOKxoamgdQlFRRwFXDEUQH,ppVjXZXesXACUfVQYujgGXKWARKUzUMEQBUqmWl,jWVTiYYLbRcYIFtqFalrsqJWCXXDBfZuNSUdbAp,17,MANDATORY_READING,Dipl.-Ing.,Thomas,Meyer,Lindenallee,20,58553,Halver,Buschhausen,thomas.meyer@example.com
Meter Reading (MR) Doc. No.,INcKBZrVXfVnXXCaxVkbolTiwaWJH/bMAGU/ECD,l+SgqQsUfpxOTsjUpLOKxoamgdQlFRRwFXDEUQH,ppVjXZXesXACUfVQYujgGXKWARKUzUMEQBUqmWl,jWVTiYYLbRcYIFtqFalrsqJWCXXDBfZuNSUdbAp,17,MANDATORY_READING,Dipl.-Ing.,Thomas,Meyer,Lindenallee,20,58553,Halver,Buschhausen,thomas.meyer@example.com
Meter Reading (MR) Doc. No.,INcKBZrVXfVnXXCaxVkbolTiwaWJH/bMAGU/ECD,l+SgqQsUfpxOTsjUpLOKxoamgdQlFRRwFXDEUQH,ppVjXZXesXACUfVQYujgGXKWARKUzUMEQBUqmWl,jWVTiYYLbRcYIFtqFalrsqJWCXXDBfZuNSUdbAp,17,MANDATORY_READING,Dipl.-Ing.,Thomas,Meyer,Lindenallee,20,58553,Halver,Buschhausen,thomas.meyer@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,tnLwtScIRyWBupXZbPqXbTxOBCwRnPzUlOhNUmT,RadzbgVXDSFhW+XZkvnSoNYgiMYI/UyUkvjcaZD,EQJuHMZHNETdZfljvfSW/xnUWWaXzMScVLWUcXa,61,MANDATORY_READING,Prof.,Thomas,Hoffmann,Bahnhofstraße,2,58840,Plettenberg,Plettenberg I,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,tnLwtScIRyWBupXZbPqXbTxOBCwRnPzUlOhNUmT,RadzbgVXDSFhW+XZkvnSoNYgiMYI/UyUkvjcaZD,EQJuHMZHNETdZfljvfSW/xnUWWaXzMScVLWUcXa,61,MANDATORY_READING,Prof.,Thomas,Hoffmann,Bahnhofstraße,2,58840,Plettenberg,Plettenberg I,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,tnLwtScIRyWBupXZbPqXbTxOBCwRnPzUlOhNUmT,RadzbgVXDSFhW+XZkvnSoNYgiMYI/UyUkvjcaZD,EQJuHMZHNETdZfljvfSW/xnUWWaXzMScVLWUcXa,61,MANDATORY_READING,Prof.,Thomas,Hoffmann,Bahnhofstraße,2,58840,Plettenberg,Plettenberg I,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,SPfOOUmBIcZuelSnXVUtWLHWI/VHY/thkfUBGKi,tnLwtScIRyWBupXZbPqXbTxOBCwRnPzUlOhNUmT,RadzbgVXDSFhW+XZkvnSoNYgiMYI/UyUkvjcaZD,EQJuHMZHNETdZfljvfSW/xnUWWaXzMScVLWUcXa,61,MANDATORY_READING,Prof.,Thomas,Hoffmann,Bahnhofstraße,2,58840,Plettenberg,Plettenberg I,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,sIGyRU/srASUciTlDViUpkbIF+tYfgVRVjZMc/K,hvUwSzZfDuRsXbaifspzRHVWztVSdRsfascsdZE,fstRTxMj/MeQEUyYYWTNjrxVwTiOCTLIlWwIgsq,mhRnXJbZQVbLRZbrGZbzxQmaIuyEYzMUGHDmAmq,14,MANDATORY_READING,Prof.,Klaus,Meyer,Schulstraße,10,58540,Meinerzhagen,Meinerzhagen,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,sIGyRU/srASUciTlDViUpkbIF+tYfgVRVjZMc/K,hvUwSzZfDuRsXbaifspzRHVWztVSdRsfascsdZE,fstRTxMj/MeQEUyYYWTNjrxVwTiOCTLIlWwIgsq,mhRnXJbZQVbLRZbrGZbzxQmaIuyEYzMUGHDmAmq,14,MANDATORY_READING,Prof.,Klaus,Meyer,Schulstraße,10,58540,Meinerzhagen,Meinerzhagen,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,sIGyRU/srASUciTlDViUpkbIF+tYfgVRVjZMc/K,hvUwSzZfDuRsXbaifspzRHVWztVSdRsfascsdZE,fstRTxMj/MeQEUyYYWTNjrxVwTiOCTLIlWwIgsq,mhRnXJbZQVbLRZbrGZbzxQmaIuyEYzMUGHDmAmq,14,MANDATORY_READING,Prof.,Klaus,Meyer,Schulstraße,10,58540,Meinerzhagen,Meinerzhagen,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,sIGyRU/srASUciTlDViUpkbIF+tYfgVRVjZMc/K,hvUwSzZfDuRsXbaifspzRHVWztVSdRsfascsdZE,fstRTxMj/MeQEUyYYWTNjrxVwTiOCTLIlWwIgsq,mhRnXJbZQVbLRZbrGZbzxQmaIuyEYzMUGHDmAmq,14,MANDATORY_READING,Prof.,Klaus,Meyer,Schulstraße,10,58540,Meinerzhagen,Meinerzhagen,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,XAmaubizLLxGsOfTdIadrDWYyRTxVEmK+XlV++u,IDGRXU+KyQoE+buAVfpfTRMyfWTLfFllSRGYLQc,VxnjSkFYMkpyLhZpAgGxXwTCEv/xZC+rXZxmovM,EillHzKLjVQGIoLCIRmXBSaDHVqyaANUQEQHdQF,30,MANDATORY_READING,Dipl.-Ing.,Maria,Meyer,Waldweg,50,58540,Meinerzhagen,Meinerzhagen,maria.meyer@example.com
