Meter Reading (MR) Doc. No.,HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POST_CODE1,CITY1,CITY2,EMAIL
BNlOsSoHXWgWKiRJkSKYvLeUlliBYGRHQryDPaY,AfIRRvtXjHghyeYKxXHhTezQjdxq+Qtcmi+keSE,/lkYDZwYFpSCvpWrXoLSWXXLOQh/ZUkfzUArdCb,HvIhbRQEWNBSIQlIojQsAhZaebbEQPuVTKphSZE,K/gqctXHDSzlAPJfahIbsZFhWqZPfVIruVLgaax,39,KSA,Dipl.-Ing.,Petra,Meyer,Bahnhofstraße,3b,58840,Plettenberg,Plettenberg I,petra.meyer@example.com
BbTXSKigYPBqujVUyEdAYxSaRh+aYZYkjQUPsSV,AfIRRvtXjHghyeYKxXHhTezQjdxq+Qtcmi+keSE,/lkYDZwYFpSCvpWrXoLSWXXLOQh/ZUkfzUArdCb,HvIhbRQEWNBSIQlIojQsAhZaebbEQPuVTKphSZE,K/gqctXHDSzlAPJfahIbsZFhWqZPfVIruVLgaax,39,KSA,Dipl.-Ing.,Petra,Meyer,Bahnhofstraße,3b,58840,Plettenberg,Plettenberg I,petra.meyer@example.com
XzzRClbQubszglwroWnAvdFTAtcQhyhcuULUIeU,AfIRRvtXjHghyeYKxXHhTezQjdxq+Qtcmi+keSE,/lkYDZwYFpSCvpWrXoLSWXXLOQh/ZUkfzUArdCb,HvIhbRQEWNBSIQlIojQsAhZaebbEQPuVTKphSZE,K/gqctXHDSzlAPJfahIbsZFhWqZPfVIruVLgaax,39,KSA,Dipl.-Ing.,Petra,Meyer,Bahnhofstraße,3b,58840,Plettenberg,Plettenberg I,petra.meyer@example.com
wkQrLLSLWYzjvMSYCDMEEMVMyxrIWSGzTXZAiMT,AfIRRvtXjHghyeYKxXHhTezQjdxq+Qtcmi+keSE,/lkYDZwYFpSCvpWrXoLSWXXLOQh/ZUkfzUArdCb,HvIhbRQEWNBSIQlIojQsAhZaebbEQPuVTKphSZE,K/gqctXHDSzlAPJfahIbsZFhWqZPfVIruVLgaax,39,KSA,Dipl.-Ing.,Petra,Meyer,Bahnhofstraße,3b,58840,Plettenberg,Plettenberg I,petra.meyer@example.com
ORBtevlRsRSezbFHhzWeMLYWAoQXMTBPLZQAGDQ,RrTRbQakEPSULHRceXggZtJShWteRrYrhOhTqbx,ZdD+dzReUVVaYvYV+kIVHD+hVvUdkmSOUYlHI+Q,PXRpVujARCf+BSkoUT/drxnQ/SPPZqarbRjDfVB,DjUt+hOjmXBktlLoPXmXmRqsuQnQjXmQlincpld,44,KSA,Prof.,Sabine,Schulz,Marktplatz,20,58840,Plettenberg,Plettenberg I,sabine.schulz@example.com
RBaeyoaZRfkUOMEeQ/WVTCpfm+ut/nrvLWTsSGu,RrTRbQakEPSULHRceXggZtJShWteRrYrhOhTqbx,ZdD+dzReUVVaYvYV+kIVHD+hVvUdkmSOUYlHI+Q,PXRpVujARCf+BSkoUT/drxnQ/SPPZqarbRjDfVB,DjUt+hOjmXBktlLoPXmXmRqsuQnQjXmQlincpld,44,KSA,Prof.,Sabine,Schulz,Marktplatz,20,58840,Plettenberg,Plettenberg I,sabine.schulz@example.com
YWwzRRFyDNpzUXHUWKuKhtvqVWNtqpfXNWRZHfX,RrTRbQakEPSULHRceXggZtJShWteRrYrhOhTqbx,ZdD+dzReUVVaYvYV+kIVHD+hVvUdkmSOUYlHI+Q,PXRpVujARCf+BSkoUT/drxnQ/SPPZqarbRjDfVB,DjUt+hOjmXBktlLoPXmXmRqsuQnQjXmQlincpld,44,KSA,Prof.,Sabine,Schulz,Marktplatz,20,58840,Plettenberg,Plettenberg I,sabine.schulz@example.com
hlHPyoVzwJIVNLffWmAEz+ZDCNWJeXZmgJSGbvs,RrTRbQakEPSULHRceXggZtJShWteRrYrhOhTqbx,ZdD+dzReUVVaYvYV+kIVHD+hVvUdkmSOUYlHI+Q,PXRpVujARCf+BSkoUT/drxnQ/SPPZqarbRjDfVB,DjUt+hOjmXBktlLoPXmXmRqsuQnQjXmQlincpld,44,KSA,Prof.,Sabine,Schulz,Marktplatz,20,58840,Plettenberg,Plettenberg I,sabine.schulz@example.com
JUyCQdRtVCNFUsVUS/tmtKNOh+RGtSWXTofRVcY,rwkTZEWVUWjNlzlDSzQXrZlDuwZH/pGWQwlOmhG,jhqdKSjZXsTUzjwKBaY/HunbGKg/dsKTGXcRECb,VYrTXThLCUFg/NDTuHzHDOGFkzZOYxWkWkDqJaC,XVIRSxvJrzOvIFRTnbXwbtotGKVJXrTGe/SLMQg,52,KSA,Prof.,Sabine,Meyer,Waldweg,1,58093,Hagen,Boele,sabine.meyer@example.com
KtKNSDmZ/syMhVOzxxbHtdSXfMbkXI/DaVYtior,rwkTZEWVUWjNlzlDSzQXrZlDuwZH/pGWQwlOmhG,jhqdKSjZXsTUzjwKBaY/HunbGKg/dsKTGXcRECb,VYrTXThLCUFg/NDTuHzHDOGFkzZOYxWkWkDqJaC,XVIRSxvJrzOvIFRTnbXwbtotGKVJXrTGe/SLMQg,52,KSA,Prof.,Sabine,Meyer,Waldweg,1,58093,Hagen,Boele,sabine.meyer@example.com
XRLRUX+wgnW+lBDXNPl/bVeAbaHDDYlZvWpbjSI,rwkTZEWVUWjNlzlDSzQXrZlDuwZH/pGWQwlOmhG,jhqdKSjZXsTUzjwKBaY/HunbGKg/dsKTGXcRECb,VYrTXThLCUFg/NDTuHzHDOGFkzZOYxWkWkDqJaC,XVIRSxvJrzOvIFRTnbXwbtotGKVJXrTGe/SLMQg,52,KSA,Prof.,Sabine,Meyer,Waldweg,1,58093,Hagen,Boele,sabine.meyer@example.com
rJYpXD/ZTmXtcZILUVWzRbTWKZwWVTgv/Rt+pGN,rwkTZEWVUWjNlzlDSzQXrZlDuwZH/pGWQwlOmhG,jhqdKSjZXsTUzjwKBaY/HunbGKg/dsKTGXcRECb,VYrTXThLCUFg/NDTuHzHDOGFkzZOYxWkWkDqJaC,XVIRSxvJrzOvIFRTnbXwbtotGKVJXrTGe/SLMQg,52,KSA,Prof.,Sabine,Meyer,Waldweg,1,58093,Hagen,Boele,sabine.meyer@example.com
WTQwWaQwMcZYxpSTZOjMWpZbTdVXuVgURqRiuJA,MSLwThW/HvKqrYUtQCXwBJGvUZuTpzFVVGmhJpK,FVoGnWQkDPevCDPcUzSqTZPeocFvUMbsilYSYTs,UTnpLTXTwIygQJ/aRVJqXgjbBYVeJNYZUoorSYW,xXeVgSwoVGUXXtYApmhIkSlV+QDfWuoGTMN/JO+,30,KSA,Herr,Maria,Weber,Hauptstraße,2,58099,Hagen,Boele,maria.weber@example.com
WeTEXrpFMMQYQOHkyuEYTOqNuBBmLTNNfMkVyDd,MSLwThW/HvKqrYUtQCXwBJGvUZuTpzFVVGmhJpK,FVoGnWQkDPevCDPcUzSqTZPeocFvUMbsilYSYTs,UTnpLTXTwIygQJ/aRVJqXgjbBYVeJNYZUoorSYW,xXeVgSwoVGUXXtYApmhIkSlV+QDfWuoGTMN/JO+,30,KSA,Herr,Maria,Weber,Hauptstraße,2,58099,Hagen,Boele,maria.weber@example.com
cp+tVIJh+VPiZITEnqolzdU+oMvq+pfcJlXVXdT,MSLwThW/HvKqrYUtQCXwBJGvUZuTpzFVVGmhJpK,FVoGnWQkDPevCDPcUzSqTZPeocFvUMbsilYSYTs,UTnpLTXTwIygQJ/aRVJqXgjbBYVeJNYZUoorSYW,xXeVgSwoVGUXXtYApmhIkSlV+QDfWuoGTMN/JO+,30,KSA,Herr,Maria,Weber,Hauptstraße,2,58099,Hagen,Boele,maria.weber@example.com
nZJkjeVXXiRuPXpUjMQgWJGSJZfYkmpLbYvPohi,MSLwThW/HvKqrYUtQCXwBJGvUZuTpzFVVGmhJpK,FVoGnWQkDPevCDPcUzSqTZPeocFvUMbsilYSYTs,UTnpLTXTwIygQJ/aRVJqXgjbBYVeJNYZUoorSYW,xXeVgSwoVGUXXtYApmhIkSlV+QDfWuoGTMN/JO+,30,KSA,Herr,Maria,Weber,Hauptstraße,2,58099,Hagen,Boele,maria.weber@example.com
xXpWcVaOkhVYvMEHXVG+ZTCoXhZBIYegXfTLcjU,MSLwThW/HvKqrYUtQCXwBJGvUZuTpzFVVGmhJpK,FVoGnWQkDPevCDPcUzSqTZPeocFvUMbsilYSYTs,UTnpLTXTwIygQJ/aRVJqXgjbBYVeJNYZUoorSYW,xXeVgSwoVGUXXtYApmhIkSlV+QDfWuoGTMN/JO+,30,KSA,Herr,Maria,Weber,Hauptstraße,2,58099,Hagen,Boele,maria.weber@example.com
SFnSDOLdzvvbEZlgePAGRFZpnfTZNkdHZYlCXBy,cXrTsUWdQxSHQlVNlZzdAzO/aIVPdTkp/RpGKXs,uKbUyPaawKMkRGqgGHVxWn+awlNUQVDZEIsySSK,NlIkQEiZTuXBhRHigKbVTHszyxnkgFvLgZmTZsQ,HFTnLRbPyrXZWBUXftnQAHoTRCmyuBwQhAHANvZ,21,KSA,Dipl.-Ing.,Thomas,Wagner,Hauptstraße,10,58540,Meinerzhagen,Meinerzhagen,thomas.wagner@example.com
VOXkzoof/RUpfMyxbUUoMSYfVgjeiRQvPYkoSrP,cXrTsUWdQxSHQlVNlZzdAzO/aIVPdTkp/RpGKXs,uKbUyPaawKMkRGqgGHVxWn+awlNUQVDZEIsySSK,NlIkQEiZTuXBhRHigKbVTHszyxnkgFvLgZmTZsQ,HFTnLRbPyrXZWBUXftnQAHoTRCmyuBwQhAHANvZ,21,KSA,Dipl.-Ing.,Thomas,Wagner,Hauptstraße,10,58540,Meinerzhagen,Meinerzhagen,thomas.wagner@example.com
ZCmETLXLeMda/PYHnIUPtRIFWDXAxSXny+YSPJx,cXrTsUWdQxSHQlVNlZzdAzO/aIVPdTkp/RpGKXs,uKbUyPaawKMkRGqgGHVxWn+awlNUQVDZEIsySSK,NlIkQEiZTuXBhRHigKbVTHszyxnkgFvLgZmTZsQ,HFTnLRbPyrXZWBUXftnQAHoTRCmyuBwQhAHANvZ,21,KSA,Dipl.-Ing.,Thomas,Wagner,Hauptstraße,10,58540,Meinerzhagen,Meinerzhagen,thomas.wagner@example.com
mWHoYTSpaYMIHLc+XyauRJfXkoEhlwJQDJLzSd/,cXrTsUWdQxSHQlVNlZzdAzO/aIVPdTkp/RpGKXs,uKbUyPaawKMkRGqgGHVxWn+awlNUQVDZEIsySSK,NlIkQEiZTuXBhRHigKbVTHszyxnkgFvLgZmTZsQ,HFTnLRbPyrXZWBUXftnQAHoTRCmyuBwQhAHANvZ,21,KSA,Dipl.-Ing.,Thomas,Wagner,Hauptstraße,10,58540,Meinerzhagen,Meinerzhagen,thomas.wagner@example.com
AGVoqfnJaRfsRHha+RkgIPTJcWZjZNFRMTODQwy,IihfARYRnHlqqbWVYDxDTCpdIPEpSPQDRZZLfkV,oovpTbQTgZpzOOrKouFVzRPxSpRbrRsIuoxNkmx,ZRvlWMZUH/QdXkrrdrUYQeSscsX+dDZRTRdITOL,vSxVwfXaOEVWXSBLCZwaaB/KLYmuRxAdJNrnbuC,35,KSA,Herr,Petra,Müller,Gartenstraße,5,58097,Hagen,Altenhagen,petra.müller@example.com
FGVOOIqtZOmaxQmsUAxVFlllDSw/sVqZnkOWVKf,IihfARYRnHlqqbWVYDxDTCpdIPEpSPQDRZZLfkV,oovpTbQTgZpzOOrKouFVzRPxSpRbrRsIuoxNkmx,ZRvlWMZUH/QdXkrrdrUYQeSscsX+dDZRTRdITOL,vSxVwfXaOEVWXSBLCZwaaB/KLYmuRxAdJNrnbuC,35,KSA,Herr,Petra,Müller,Gartenstraße,5,58097,Hagen,Altenhagen,petra.müller@example.com
JN/RlWZQSs/uNQUqfSnVGtopNfZXokxmWBtVXI/,IihfARYRnHlqqbWVYDxDTCpdIPEpSPQDRZZLfkV,oovpTbQTgZpzOOrKouFVzRPxSpRbrRsIuoxNkmx,ZRvlWMZUH/QdXkrrdrUYQeSscsX+dDZRTRdITOL,vSxVwfXaOEVWXSBLCZwaaB/KLYmuRxAdJNrnbuC,35,KSA,Herr,Petra,Müller,Gartenstraße,5,58097,Hagen,Altenhagen,petra.müller@example.com
vUWYWmeAOifDvYWRpHWSNSQ+wFRVDv+IwOhzdgX,IihfARYRnHlqqbWVYDxDTCpdIPEpSPQDRZZLfkV,oovpTbQTgZpzOOrKouFVzRPxSpRbrRsIuoxNkmx,ZRvlWMZUH/QdXkrrdrUYQeSscsX+dDZRTRdITOL,vSxVwfXaOEVWXSBLCZwaaB/KLYmuRxAdJNrnbuC,35,KSA,Herr,Petra,Müller,Gartenstraße,5,58097,Hagen,Altenhagen,petra.müller@example.com
'+pZXJjECxULeDCpSTXiW/XWBsTJGZ/FQMDMWomn,aOn/jIRcqyQPOaSjZJjRXkftzffESjWW+WJIxjU,JzjxUIAVASnWKyVjwyoRPTsxVoMSdidUFdtm/AU,ZRwAETZYaZQVGcxXNCZNNslXfxtTkcgueoIXGVh,bFMXgaeXXtOgkIXElvUJcRXxlUZejnBmuLpHEwx,35,KSA,Dipl.-Ing.,Thomas,Meyer,Gartenstraße,12c,58093,Hagen,Fley,thomas.meyer@example.com
CUaFTTZUFtOkQiQmMXZeDqqcVSKSmlXNsSyqMGx,aOn/jIRcqyQPOaSjZJjRXkftzffESjWW+WJIxjU,JzjxUIAVASnWKyVjwyoRPTsxVoMSdidUFdtm/AU,ZRwAETZYaZQVGcxXNCZNNslXfxtTkcgueoIXGVh,bFMXgaeXXtOgkIXElvUJcRXxlUZejnBmuLpHEwx,35,KSA,Dipl.-Ing.,Thomas,Meyer,Gartenstraße,12c,58093,Hagen,Fley,thomas.meyer@example.com
WHbVWB/f++S+snQYSDQEfEYNbHRTdYZoMUnbIqo,aOn/jIRcqyQPOaSjZJjRXkftzffESjWW+WJIxjU,JzjxUIAVASnWKyVjwyoRPTsxVoMSdidUFdtm/AU,ZRwAETZYaZQVGcxXNCZNNslXfxtTkcgueoIXGVh,bFMXgaeXXtOgkIXElvUJcRXxlUZejnBmuLpHEwx,35,KSA,Dipl.-Ing.,Thomas,Meyer,Gartenstraße,12c,58093,Hagen,Fley,thomas.meyer@example.com
gjrFQn+vegaYTcScZPrdxbZQCQzTaFnxKIlt+YW,aOn/jIRcqyQPOaSjZJjRXkftzffESjWW+WJIxjU,JzjxUIAVASnWKyVjwyoRPTsxVoMSdidUFdtm/AU,ZRwAETZYaZQVGcxXNCZNNslXfxtTkcgueoIXGVh,bFMXgaeXXtOgkIXElvUJcRXxlUZejnBmuLpHEwx,35,KSA,Dipl.-Ing.,Thomas,Meyer,Gartenstraße,12c,58093,Hagen,Fley,thomas.meyer@example.com
/DJXdXQbgsSbnfoogSUQNMpKLmIZHZgQRHEMzYc,XQtEcPmhSRnXdMqOUw/NUEBHCU/lZQsDXnJtUQO,Vg/UySuydzlxNFbV/CAVXFlvfPEJOWFoXyXJcRL,uNEIoQSXJomGXKVrJUnBYCHSRMG/ISfgFFyuBuT,MXbwBeTVbBgcRhC/RRWZT/vbcYUuFDQQAvRwHJJ,47,KSA,Frau,Maria,Wagner,Waldweg,25,58840,Plettenberg,Plettenberg I,maria.wagner@example.com
BZLHOEqRuyEZVfJjapKV/Qj+tWlSTZqklNsypXM,XQtEcPmhSRnXdMqOUw/NUEBHCU/lZQsDXnJtUQO,Vg/UySuydzlxNFbV/CAVXFlvfPEJOWFoXyXJcRL,uNEIoQSXJomGXKVrJUnBYCHSRMG/ISfgFFyuBuT,MXbwBeTVbBgcRhC/RRWZT/vbcYUuFDQQAvRwHJJ,47,KSA,Frau,Maria,Wagner,Waldweg,25,58840,Plettenberg,Plettenberg I,maria.wagner@example.com
SDPWXcsUYYhQmGQWUieL/TjChTZvREzUQWNVbCS,XQtEcPmhSRnXdMqOUw/NUEBHCU/lZQsDXnJtUQO,Vg/UySuydzlxNFbV/CAVXFlvfPEJOWFoXyXJcRL,uNEIoQSXJomGXKVrJUnBYCHSRMG/ISfgFFyuBuT,MXbwBeTVbBgcRhC/RRWZT/vbcYUuFDQQAvRwHJJ,47,KSA,Frau,Maria,Wagner,Waldweg,25,58840,Plettenberg,Plettenberg I,maria.wagner@example.com
WQkInRRRftKJseMNgZeKEXeVVToORQQQxfUkRSe,XQtEcPmhSRnXdMqOUw/NUEBHCU/lZQsDXnJtUQO,Vg/UySuydzlxNFbV/CAVXFlvfPEJOWFoXyXJcRL,uNEIoQSXJomGXKVrJUnBYCHSRMG/ISfgFFyuBuT,MXbwBeTVbBgcRhC/RRWZT/vbcYUuFDQQAvRwHJJ,47,KSA,Frau,Maria,Wagner,Waldweg,25,58840,Plettenberg,Plettenberg I,maria.wagner@example.com
TqcCifjvFfd+Xk/XwgMWkbhzpVwPQADIioEsNzG,JZLeAHOyZCKXhrPDUbicvmLSkWBkdXwVwkklhNM,NpEUjPhjawwlzVxRHVmYF+TtlHVrAkxYqXAqfsn,eXJoDiHndDbuBfUVhq/mTVlRCwRTEdibIYxDHUT,fSJV/FCjVSuOSgJJyYU++iRKVDNStVWTWSReWDY,21,KSA,Frau,Maria,Müller,Gartenstraße,50,58089,Hagen,Vorhalle,maria.müller@example.com
gMDxswbhNNRDnVcQnXAWoxPWXMprpQQHDcI+MVq,JZLeAHOyZCKXhrPDUbicvmLSkWBkdXwVwkklhNM,NpEUjPhjawwlzVxRHVmYF+TtlHVrAkxYqXAqfsn,eXJoDiHndDbuBfUVhq/mTVlRCwRTEdibIYxDHUT,fSJV/FCjVSuOSgJJyYU++iRKVDNStVWTWSReWDY,21,KSA,Frau,Maria,Müller,Gartenstraße,50,58089,Hagen,Vorhalle,maria.müller@example.com
jKnzo/SlJPPgZQxGNqLEMyexfQkRQYjaaX+RMPZ,JZLeAHOyZCKXhrPDUbicvmLSkWBkdXwVwkklhNM,NpEUjPhjawwlzVxRHVmYF+TtlHVrAkxYqXAqfsn,eXJoDiHndDbuBfUVhq/mTVlRCwRTEdibIYxDHUT,fSJV/FCjVSuOSgJJyYU++iRKVDNStVWTWSReWDY,21,KSA,Frau,Maria,Müller,Gartenstraße,50,58089,Hagen,Vorhalle,maria.müller@example.com
qT+sXiF//YYLRaUGivUYSErxoFSRQPJCQOYVOXM,JZLeAHOyZCKXhrPDUbicvmLSkWBkdXwVwkklhNM,NpEUjPhjawwlzVxRHVmYF+TtlHVrAkxYqXAqfsn,eXJoDiHndDbuBfUVhq/mTVlRCwRTEdibIYxDHUT,fSJV/FCjVSuOSgJJyYU++iRKVDNStVWTWSReWDY,21,KSA,Frau,Maria,Müller,Gartenstraße,50,58089,Hagen,Vorhalle,maria.müller@example.com
VrFehhpoYQXsZciTNQNCNWyZxPwJTOSbAcPTLhZ,UWAYmhqZKYEerwHVTXpCcZhhlyXLXHsuBDTvNTi,JesVtYZDXLDSLUrDKVkXhVOcXWtNQXjHTaoViKx,iZuuursoGtpKgZQYRYOwmxcS+CFUlqEVy/kxitG,xpXRVnXkUnryXFqKChSUWTZJRdT/RGlfPRSCkWh,5,KSA,Prof.,Michael,Schneider,Marktplatz,50,58840,Plettenberg,Plettenberg I,michael.schneider@example.com
YkeRXofFEfdBUVlJgAVwYZACZYIStYMxQWzkHSE,UWAYmhqZKYEerwHVTXpCcZhhlyXLXHsuBDTvNTi,JesVtYZDXLDSLUrDKVkXhVOcXWtNQXjHTaoViKx,iZuuursoGtpKgZQYRYOwmxcS+CFUlqEVy/kxitG,xpXRVnXkUnryXFqKChSUWTZJRdT/RGlfPRSCkWh,5,KSA,Prof.,Michael,Schneider,Marktplatz,50,58840,Plettenberg,Plettenberg I,michael.schneider@example.com
ywVsjSWCLSSbRQCEnXbIaZ+qTLrYtWQkQeJZFSN,UWAYmhqZKYEerwHVTXpCcZhhlyXLXHsuBDTvNTi,JesVtYZDXLDSLUrDKVkXhVOcXWtNQXjHTaoViKx,iZuuursoGtpKgZQYRYOwmxcS+CFUlqEVy/kxitG,xpXRVnXkUnryXFqKChSUWTZJRdT/RGlfPRSCkWh,5,KSA,Prof.,Michael,Schneider,Marktplatz,50,58840,Plettenberg,Plettenberg I,michael.schneider@example.com
zkM/EsWtRykUWMYQ+QfhCxLVtHXTaQAKxueWVQE,UWAYmhqZKYEerwHVTXpCcZhhlyXLXHsuBDTvNTi,JesVtYZDXLDSLUrDKVkXhVOcXWtNQXjHTaoViKx,iZuuursoGtpKgZQYRYOwmxcS+CFUlqEVy/kxitG,xpXRVnXkUnryXFqKChSUWTZJRdT/RGlfPRSCkWh,5,KSA,Prof.,Michael,Schneider,Marktplatz,50,58840,Plettenberg,Plettenberg I,michael.schneider@example.com
SuCQeWWTUCfZCXigZVTaXuZnShXe/ihqXSVzYiO,pSNbmUXqYpZdyuKQLWO+jxBwIXREPfOXRVLgwEB,nJlYRpdWeCFQVSoRQaVwrbidlXt+bNznEWHYrmt,oVOqg+UQoKsqOZjyQZMeXDgTVnVRkSdwPWRyTTR,wJtFLuLabSSOTUkZrTmQklXQCxnYXeisUeSVXTd,9,KSA,Dr.,Michael,Becker,Kirchweg,20,58099,Hagen,Boele,michael.becker@example.com
WwTEoR/XYpowEMldTXTnUrplWmWFAoZSruuRiWf,pSNbmUXqYpZdyuKQLWO+jxBwIXREPfOXRVLgwEB,nJlYRpdWeCFQVSoRQaVwrbidlXt+bNznEWHYrmt,oVOqg+UQoKsqOZjyQZMeXDgTVnVRkSdwPWRyTTR,wJtFLuLabSSOTUkZrTmQklXQCxnYXeisUeSVXTd,9,KSA,Dr.,Michael,Becker,Kirchweg,20,58099,Hagen,Boele,michael.becker@example.com
ZTSsedevqJnRSS/QQRJWYJEMSE/zJNnSFEHZCfR,pSNbmUXqYpZdyuKQLWO+jxBwIXREPfOXRVLgwEB,nJlYRpdWeCFQVSoRQaVwrbidlXt+bNznEWHYrmt,oVOqg+UQoKsqOZjyQZMeXDgTVnVRkSdwPWRyTTR,wJtFLuLabSSOTUkZrTmQklXQCxnYXeisUeSVXTd,9,KSA,Dr.,Michael,Becker,Kirchweg,20,58099,Hagen,Boele,michael.becker@example.com
ndKvBYxVllRqlUguHHWHRiAEMiVggbwujAsIbfZ,pSNbmUXqYpZdyuKQLWO+jxBwIXREPfOXRVLgwEB,nJlYRpdWeCFQVSoRQaVwrbidlXt+bNznEWHYrmt,oVOqg+UQoKsqOZjyQZMeXDgTVnVRkSdwPWRyTTR,wJtFLuLabSSOTUkZrTmQklXQCxnYXeisUeSVXTd,9,KSA,Dr.,Michael,Becker,Kirchweg,20,58099,Hagen,Boele,michael.becker@example.com
LmViB+L+iaUOPExWfESJSUXQGiUUDVEdcyWqP+r,JLATmYtMXHuZePHcdLYVzFvnVQaTmSKiLFRmIdX,'+D/lLy/vGZvGbQV/dvoXEFZXrVHQzRPWaIOU/gR,uogutqZNVHz+/nSyHpQYU/MNZgWCHflGut+Ridy,PqJTESSGXZLEHftpS/NTeYalvhHXpXLUZUXSvoV,103,KSA,Prof.,Petra,Schulz,Marktplatz,1a,58840,Plettenberg,Bremcke,petra.schulz@example.com
XWXFSWITVdMCUrbcXfoZsRguZSzpJVlKOFlrXyT,JLATmYtMXHuZePHcdLYVzFvnVQaTmSKiLFRmIdX,'+D/lLy/vGZvGbQV/dvoXEFZXrVHQzRPWaIOU/gR,uogutqZNVHz+/nSyHpQYU/MNZgWCHflGut+Ridy,PqJTESSGXZLEHftpS/NTeYalvhHXpXLUZUXSvoV,103,KSA,Prof.,Petra,Schulz,Marktplatz,1a,58840,Plettenberg,Bremcke,petra.schulz@example.com
gJXgzRSUKVYkSqQUzhgkcVaXcspSHbJysH+/VcT,JLATmYtMXHuZePHcdLYVzFvnVQaTmSKiLFRmIdX,'+D/lLy/vGZvGbQV/dvoXEFZXrVHQzRPWaIOU/gR,uogutqZNVHz+/nSyHpQYU/MNZgWCHflGut+Ridy,PqJTESSGXZLEHftpS/NTeYalvhHXpXLUZUXSvoV,103,KSA,Prof.,Petra,Schulz,Marktplatz,1a,58840,Plettenberg,Bremcke,petra.schulz@example.com
rAYoVXeUaplVZZKU/LDXUCnUTGpyKVnsYWdngCe,JLATmYtMXHuZePHcdLYVzFvnVQaTmSKiLFRmIdX,'+D/lLy/vGZvGbQV/dvoXEFZXrVHQzRPWaIOU/gR,uogutqZNVHz+/nSyHpQYU/MNZgWCHflGut+Ridy,PqJTESSGXZLEHftpS/NTeYalvhHXpXLUZUXSvoV,103,KSA,Prof.,Petra,Schulz,Marktplatz,1a,58840,Plettenberg,Bremcke,petra.schulz@example.com
M+XRIFCiKTnbMWIWBoSYWDoXcSYXXuncMPvFGPT,nxnwZlQbYOXEtUwmKwQHZYjSLUsZXqOSwRZNujz,ddTSug/X+VcLdIibBIAJYEdKxRRtUkRYxWctMWB,nOvobNKfxRdVdjSLChSTYJrHHQFzveS/HjEBUTQ,igkaBFlc/T+nagwWqVcCSJVWBHGbl/YJGSbnUwt,44,KSA,Prof.,Klaus,Becker,Marktplatz,2,58097,Hagen,Ischeland,klaus.becker@example.com
RExC+kNPajfQDikcPtjwqsfFtPEXaAQirbUYyQY,nxnwZlQbYOXEtUwmKwQHZYjSLUsZXqOSwRZNujz,ddTSug/X+VcLdIibBIAJYEdKxRRtUkRYxWctMWB,nOvobNKfxRdVdjSLChSTYJrHHQFzveS/HjEBUTQ,igkaBFlc/T+nagwWqVcCSJVWBHGbl/YJGSbnUwt,44,KSA,Prof.,Klaus,Becker,Marktplatz,2,58097,Hagen,Ischeland,klaus.becker@example.com
ToVNIWujWHCqU/UWDeKRJZWnocEvjFflnCVV+ul,nxnwZlQbYOXEtUwmKwQHZYjSLUsZXqOSwRZNujz,ddTSug/X+VcLdIibBIAJYEdKxRRtUkRYxWctMWB,nOvobNKfxRdVdjSLChSTYJrHHQFzveS/HjEBUTQ,igkaBFlc/T+nagwWqVcCSJVWBHGbl/YJGSbnUwt,44,KSA,Prof.,Klaus,Becker,Marktplatz,2,58097,Hagen,Ischeland,klaus.becker@example.com
khULQDRnrrKMCTHWPuoimWpVGHICjZDuXXzmzYS,nxnwZlQbYOXEtUwmKwQHZYjSLUsZXqOSwRZNujz,ddTSug/X+VcLdIibBIAJYEdKxRRtUkRYxWctMWB,nOvobNKfxRdVdjSLChSTYJrHHQFzveS/HjEBUTQ,igkaBFlc/T+nagwWqVcCSJVWBHGbl/YJGSbnUwt,44,KSA,Prof.,Klaus,Becker,Marktplatz,2,58097,Hagen,Ischeland,klaus.becker@example.com
RVkqPUJUaqJnTRCPYWh+vVbaEwhyheWWXBqYjYV,jUYMCORaUQAKDwroSZUpemWsRRbZHHKTXmWwSXX,TXHwovXNQXvXzQsRdZntoVPRPYEpbtYYio/VoRY,zWkQjRqHZdHZZFQuPOhUaTHiIBkAsrEsUNHQIsw,teigIIRMUHSrQZqLMDXpjRVqLmGAzRRlfqwpWKj,23,KSA,Dr.,Klaus,Meyer,Schulstraße,20,58840,Plettenberg,Plettenberg I,klaus.meyer@example.com
WjezlNtWZYMtoYTSaiPigQPQcML/kZUYYjqPHAp,jUYMCORaUQAKDwroSZUpemWsRRbZHHKTXmWwSXX,TXHwovXNQXvXzQsRdZntoVPRPYEpbtYYio/VoRY,zWkQjRqHZdHZZFQuPOhUaTHiIBkAsrEsUNHQIsw,teigIIRMUHSrQZqLMDXpjRVqLmGAzRRlfqwpWKj,23,KSA,Dr.,Klaus,Meyer,Schulstraße,20,58840,Plettenberg,Plettenberg I,klaus.meyer@example.com
